temperatura,humedad,aguaEnSuelo,tipoSuelo,tipoCultivo,nitrogeno,potasio,fosforo,nombreFertilizante
30.86,66.38,42.56,Arcilloso,CañaAzucar,15,0,41,14-35-14
29.81,63.42,20.0,Franco,Mijo,12,0,37,10-26-26
30.18,68.42,36.95,Arcilloso,Cebada,34,2,1,17-17-17
25.23,62.86,38.43,Rojo,Algodon,41,0,4,20-20
37.04,68.38,51.4,Rojo,Maiz,4,9,28,28-28
26.14,52.36,40.32,Arcilloso,Arrozal,24,0,17,14-35-14
25.71,49.13,33.26,Arenoso,CañaAzucar,5,10,31,14-35-14
30.12,69.25,21.43,Franco,Arrozal,39,1,4,28-28
27.34,63.01,48.83,Negro,Algodon,21,2,23,10-26-26
30.29,69.44,58.64,Arcilloso,Legumbres,40,0,0,14-35-14
33.67,68.27,57.75,Arcilloso,Mijo,34,4,0,DAP
34.7,66.76,69.2,Franco,CañaAzucar,7,14,16,20-20
34.38,60.73,50.97,Rojo,SemillasOleaginosas,9,11,8,DAP
33.48,62.18,48.6,Negro,Trigo,9,3,13,20-20
33.6,60.98,68.08,Arcilloso,Tabaco,13,10,30,14-35-14
31.74,62.32,52.3,Franco,CañaAzucar,6,4,40,Urea
27.11,49.05,43.91,Negro,SemillasOleaginosas,18,4,27,20-20
29.56,70.11,44.74,Arenoso,Trigo,44,0,0,20-20
33.71,58.93,43.88,Franco,Cebada,18,0,33,DAP
21.93,44.5,63.49,Rojo,Maiz,15,1,7,14-35-14
33.53,60.05,37.18,Rojo,Maiz,12,1,40,20-20
25.31,51.61,33.05,Rojo,NuecesMani,17,0,40,DAP
31.78,65.4,52.23,Arenoso,NuecesMani,18,0,42,10-26-26
34.68,58.89,27.43,Arenoso,Legumbres,39,1,0,28-28
39.75,60.73,38.94,Arcilloso,Mijo,11,0,42,17-17-17
22.69,51.37,61.27,Arenoso,SemillasOleaginosas,8,0,19,Urea
24.06,40.2,34.24,Negro,Trigo,2,19,12,10-26-26
38.25,74.83,48.66,Arcilloso,CañaAzucar,36,0,3,17-17-17
40.0,64.51,51.07,Rojo,Mijo,36,0,0,28-28
35.73,71.25,45.65,Arcilloso,Mijo,12,3,30,20-20
31.33,52.44,48.45,Negro,Maiz,40,0,2,DAP
32.64,71.49,45.45,Negro,Maiz,9,17,16,14-35-14
24.83,51.23,46.97,Rojo,Mijo,19,0,18,28-28
30.57,73.76,66.01,Franco,SemillasOleaginosas,18,0,39,17-17-17
27.61,52.18,38.91,Negro,Tabaco,36,0,3,20-20
25.3,51.45,24.59,Arenoso,Cebada,9,9,32,17-17-17
31.71,58.44,35.47,Franco,Legumbres,14,0,34,Urea
25.28,55.82,32.12,Arcilloso,Cebada,6,12,13,10-26-26
29.97,58.25,31.86,Franco,CañaAzucar,38,0,0,28-28
32.38,58.5,45.02,Rojo,Trigo,8,0,38,20-20
30.69,59.44,51.07,Arenoso,CañaAzucar,26,0,17,10-26-26
33.71,71.14,43.81,Arcilloso,Mijo,37,0,4,17-17-17
26.91,52.52,30.81,Negro,Algodon,17,3,41,28-28
29.32,51.48,40.11,Rojo,Tabaco,20,0,22,Urea
25.99,55.37,65.56,Arenoso,Trigo,9,4,12,28-28
33.65,66.5,65.99,Negro,Trigo,9,8,32,DAP
29.23,55.19,29.27,Rojo,Trigo,20,2,20,28-28
25.5,65.19,38.34,Franco,SemillasOleaginosas,40,0,2,Urea
26.92,56.83,44.88,Franco,Trigo,34,2,3,Urea
35.51,70.33,59.14,Franco,Arrozal,40,0,0,DAP
27.1,61.29,41.14,Arenoso,Tabaco,28,3,16,10-26-26
32.66,55.25,20.0,Rojo,Arrozal,0,13,16,10-26-26
35.8,55.37,57.55,Arcilloso,Maiz,7,8,27,14-35-14
29.38,54.47,52.56,Arenoso,Maiz,22,0,24,14-35-14
36.66,76.82,39.74,Arenoso,Mijo,7,8,30,10-26-26
32.53,60.02,29.35,Arcilloso,Trigo,10,4,42,Urea
32.66,74.93,33.56,Negro,Legumbres,13,0,12,17-17-17
34.63,63.8,24.01,Negro,Maiz,11,0,38,Urea
24.84,62.63,36.65,Negro,SemillasOleaginosas,7,8,28,10-26-26
29.0,44.56,33.96,Rojo,Mijo,16,1,16,20-20
35.26,53.82,24.93,Rojo,NuecesMani,21,2,19,Urea
33.42,55.5,64.41,Negro,Arrozal,5,5,32,17-17-17
28.04,55.51,49.43,Arenoso,Trigo,40,0,4,28-28
34.9,61.86,35.47,Arcilloso,Mijo,22,4,26,20-20
22.34,53.62,38.61,Rojo,Trigo,16,1,5,17-17-17
28.11,47.2,36.8,Arcilloso,Arrozal,10,0,35,20-20
34.35,66.79,51.52,Negro,Trigo,4,9,24,17-17-17
28.74,48.61,35.72,Rojo,Tabaco,14,3,37,14-35-14
22.56,50.58,29.13,Franco,SemillasOleaginosas,12,0,17,20-20
26.95,50.63,43.0,Arenoso,Cebada,28,0,14,10-26-26
26.39,54.79,46.15,Arenoso,Trigo,25,0,19,DAP
30.13,72.21,35.94,Rojo,NuecesMani,39,3,0,14-35-14
35.71,67.62,25.16,Rojo,Legumbres,35,0,2,17-17-17
28.88,60.85,28.57,Arcilloso,Cebada,19,0,40,10-26-26
27.05,44.74,56.64,Rojo,CañaAzucar,11,0,4,10-26-26
29.34,44.01,41.14,Franco,Tabaco,42,0,0,14-35-14
39.33,67.44,37.85,Franco,CañaAzucar,7,0,37,14-35-14
28.53,59.01,60.57,Arcilloso,NuecesMani,8,0,40,28-28
23.12,58.63,37.49,Negro,Algodon,33,3,0,14-35-14
31.53,58.95,51.37,Arcilloso,Arrozal,17,0,21,14-35-14
33.55,60.65,58.59,Rojo,Trigo,8,2,9,20-20
30.15,64.35,67.45,Negro,Legumbres,14,12,11,20-20
39.81,63.65,63.69,Rojo,Tabaco,11,4,37,14-35-14
34.51,52.14,70.0,Arcilloso,CañaAzucar,4,11,26,28-28
35.66,54.44,42.29,Franco,CañaAzucar,26,0,18,17-17-17
25.65,62.92,28.49,Arenoso,Cebada,44,0,2,14-35-14
28.51,44.09,28.38,Negro,NuecesMani,36,0,0,10-26-26
30.09,54.43,60.02,Rojo,Maiz,12,0,31,17-17-17
22.27,61.81,43.11,Rojo,Arrozal,10,15,20,DAP
38.38,65.51,46.26,Negro,Maiz,9,18,17,28-28
32.61,50.77,63.48,Rojo,NuecesMani,8,0,39,Urea
26.99,47.9,45.66,Rojo,Arrozal,18,0,11,10-26-26
29.77,63.41,50.3,Negro,Mijo,16,0,7,17-17-17
28.27,59.38,45.0,Franco,NuecesMani,13,3,41,10-26-26
33.5,53.07,46.85,Rojo,Algodon,24,0,29,17-17-17
37.95,68.37,55.82,Franco,Legumbres,37,4,0,14-35-14
25.06,64.02,38.39,Negro,NuecesMani,26,3,22,DAP
26.79,62.91,25.01,Franco,CañaAzucar,14,0,35,DAP
26.72,52.56,31.72,Arenoso,Arrozal,12,0,41,DAP
22.39,61.19,37.56,Negro,Mijo,21,4,21,14-35-14
30.98,72.26,70.0,Arenoso,Trigo,3,6,26,14-35-14
30.37,74.96,45.96,Arenoso,Maiz,3,18,20,Urea
36.58,61.79,40.55,Franco,Maiz,16,2,44,DAP
26.45,60.78,50.52,Arenoso,Trigo,18,0,24,28-28
25.6,52.6,54.46,Rojo,Maiz,13,0,13,Urea
35.57,72.13,33.41,Rojo,Mijo,35,2,0,Urea
33.06,60.37,69.48,Arenoso,Mijo,12,0,39,28-28
29.39,53.28,40.12,Franco,Legumbres,17,0,21,Urea
28.21,59.37,42.81,Rojo,Arrozal,46,4,4,17-17-17
35.57,60.63,45.71,Negro,CañaAzucar,7,4,31,14-35-14
37.32,76.39,48.4,Franco,Algodon,9,20,18,28-28
40.0,56.27,40.77,Franco,Mijo,13,2,37,Urea
39.82,70.94,30.3,Franco,Legumbres,8,3,30,28-28
38.99,74.78,27.58,Negro,Arrozal,9,0,17,Urea
27.9,58.51,31.93,Rojo,Mijo,36,3,3,20-20
33.88,68.15,42.03,Arenoso,CañaAzucar,9,12,32,28-28
40.0,71.79,58.99,Negro,CañaAzucar,19,1,39,14-35-14
30.18,53.72,36.61,Rojo,Cebada,10,0,14,17-17-17
32.53,56.27,29.85,Arcilloso,Legumbres,33,0,0,17-17-17
33.72,50.47,44.08,Negro,Legumbres,11,0,16,10-26-26
31.86,51.97,62.52,Negro,Tabaco,5,11,33,28-28
34.28,52.14,44.07,Negro,Tabaco,39,4,0,10-26-26
25.94,60.8,62.34,Arcilloso,NuecesMani,11,0,19,Urea
26.63,56.66,45.46,Rojo,Legumbres,23,1,21,DAP
35.09,63.88,46.21,Franco,Algodon,26,4,25,20-20
32.66,59.08,54.63,Rojo,Mijo,14,2,9,Urea
34.76,67.48,24.8,Franco,Tabaco,34,0,0,17-17-17
31.21,56.6,34.03,Arenoso,Trigo,18,2,40,14-35-14
34.72,67.85,69.81,Franco,Cebada,4,4,29,Urea
23.38,55.92,50.56,Arcilloso,Trigo,7,20,19,14-35-14
30.14,55.49,45.37,Arcilloso,SemillasOleaginosas,34,4,0,DAP
29.71,50.93,41.83,Arenoso,Trigo,12,4,39,14-35-14
30.88,51.0,46.08,Rojo,Mijo,8,5,27,28-28
31.28,68.41,27.47,Negro,SemillasOleaginosas,19,0,25,10-26-26
32.92,77.29,48.08,Arcilloso,Arrozal,11,14,22,10-26-26
25.87,69.73,28.7,Arcilloso,Trigo,16,2,40,17-17-17
30.53,63.85,56.3,Arenoso,Cebada,39,1,1,20-20
37.03,69.99,42.75,Arcilloso,Arrozal,39,0,0,14-35-14
37.38,70.59,66.29,Arenoso,Maiz,8,2,17,20-20
28.44,55.23,33.64,Rojo,NuecesMani,24,0,17,10-26-26
24.57,49.59,48.59,Arenoso,NuecesMani,25,0,19,17-17-17
25.23,48.23,21.3,Negro,Maiz,13,17,13,Urea
30.98,60.86,33.37,Rojo,SemillasOleaginosas,12,0,44,20-20
28.45,55.92,48.02,Negro,Algodon,18,2,19,17-17-17
22.21,43.72,21.74,Arcilloso,SemillasOleaginosas,14,15,14,Urea
36.2,55.53,54.66,Arcilloso,CañaAzucar,12,1,37,10-26-26
32.48,64.01,50.17,Franco,Tabaco,11,1,39,20-20
29.67,60.0,70.0,Rojo,Tabaco,13,3,8,Urea
30.62,59.17,45.5,Arenoso,NuecesMani,36,0,3,20-20
29.51,55.64,28.32,Franco,Tabaco,16,0,33,Urea
29.64,54.26,30.97,Negro,Algodon,8,2,11,Urea
30.83,64.19,23.01,Arcilloso,Legumbres,8,2,27,Urea
34.15,50.64,39.17,Franco,Mijo,41,0,0,17-17-17
32.54,52.1,29.86,Arenoso,Arrozal,7,8,27,20-20
35.15,65.46,50.44,Rojo,Legumbres,24,4,19,Urea
32.88,70.34,29.01,Franco,NuecesMani,7,0,41,14-35-14
32.26,57.08,42.58,Arcilloso,NuecesMani,35,0,0,Urea
28.94,60.34,31.18,Franco,Mijo,12,4,36,17-17-17
24.61,43.14,27.28,Rojo,SemillasOleaginosas,45,1,0,28-28
32.63,71.17,55.93,Franco,Mijo,11,10,27,Urea
31.18,72.57,46.74,Franco,Maiz,9,7,27,14-35-14
23.69,57.9,39.61,Arenoso,Algodon,6,11,31,14-35-14
32.48,53.65,28.91,Arcilloso,Tabaco,41,3,0,17-17-17
28.7,53.21,40.31,Arenoso,NuecesMani,26,0,14,14-35-14
32.8,71.66,44.08,Rojo,SemillasOleaginosas,12,9,14,Urea
37.65,60.86,24.45,Negro,Maiz,7,0,34,10-26-26
26.1,50.4,41.08,Negro,SemillasOleaginosas,3,16,17,28-28
31.22,74.54,61.36,Arenoso,Maiz,9,0,38,Urea
36.78,69.9,38.86,Rojo,NuecesMani,13,1,37,DAP
38.75,58.17,52.93,Franco,Maiz,33,0,3,28-28
29.13,47.06,44.06,Rojo,Legumbres,1,17,12,20-20
28.65,62.64,41.6,Franco,Legumbres,30,0,1,DAP
20.54,40.79,56.58,Arcilloso,Algodon,32,0,2,28-28
27.19,62.12,35.74,Rojo,Algodon,45,0,0,Urea
29.74,53.77,40.06,Rojo,Tabaco,41,2,0,17-17-17
33.98,67.67,62.06,Negro,SemillasOleaginosas,10,10,15,DAP
28.91,67.6,39.3,Rojo,Legumbres,9,4,12,DAP
26.09,50.03,60.84,Arenoso,Mijo,10,17,15,20-20
29.22,54.96,70.0,Negro,NuecesMani,32,0,0,10-26-26
27.68,66.84,28.69,Negro,SemillasOleaginosas,9,18,20,28-28
21.94,46.3,27.7,Franco,CañaAzucar,10,0,14,14-35-14
32.27,54.7,59.44,Arenoso,NuecesMani,9,2,39,DAP
29.59,47.26,67.15,Franco,NuecesMani,36,0,0,14-35-14
38.97,61.93,48.53,Negro,Tabaco,37,0,0,DAP
40.0,63.37,45.26,Arenoso,Maiz,36,0,0,14-35-14
32.81,73.39,41.77,Arenoso,Legumbres,6,2,36,28-28
36.48,66.13,30.41,Negro,Algodon,13,4,9,DAP
31.25,67.15,42.57,Arenoso,Tabaco,45,4,1,17-17-17
24.83,57.76,31.75,Arenoso,NuecesMani,17,0,23,14-35-14
29.72,53.18,42.19,Arenoso,Algodon,19,3,33,DAP
27.26,43.94,42.1,Franco,Arrozal,22,0,21,14-35-14
34.34,55.85,27.98,Negro,Trigo,39,0,0,28-28
23.7,41.13,58.8,Arenoso,NuecesMani,8,15,14,Urea
33.32,71.88,37.86,Franco,CañaAzucar,8,4,32,20-20
27.34,55.87,43.75,Arcilloso,Legumbres,38,0,0,10-26-26
22.71,49.95,45.22,Franco,Tabaco,6,12,23,14-35-14
29.55,59.76,58.15,Arcilloso,Trigo,12,0,12,14-35-14
33.39,53.49,50.08,Arenoso,Tabaco,13,5,17,28-28
31.64,68.77,39.39,Arenoso,NuecesMani,37,0,0,20-20
23.18,46.72,29.53,Negro,Arrozal,16,17,7,17-17-17
24.94,66.7,66.09,Arenoso,Legumbres,7,0,10,17-17-17
21.74,44.09,59.39,Arenoso,Cebada,10,17,19,Urea
30.28,63.74,54.26,Franco,Legumbres,35,0,0,17-17-17
23.22,49.73,51.54,Arcilloso,Legumbres,20,0,22,20-20
29.69,47.64,46.87,Arcilloso,NuecesMani,25,3,20,14-35-14
35.79,55.43,70.0,Negro,Maiz,15,7,16,DAP
38.68,77.89,35.76,Franco,Maiz,10,11,26,14-35-14
34.07,60.31,40.04,Rojo,Cebada,13,0,40,20-20
29.16,66.79,59.72,Arenoso,NuecesMani,22,0,22,17-17-17
36.5,69.77,62.08,Franco,NuecesMani,12,2,44,10-26-26
27.05,63.35,58.77,Rojo,Arrozal,7,17,13,DAP
31.49,71.13,61.76,Negro,Cebada,10,0,33,28-28
30.84,59.19,45.38,Franco,Trigo,21,0,23,14-35-14
34.3,52.7,60.28,Arenoso,Trigo,9,8,25,20-20
31.13,73.3,29.78,Franco,Cebada,3,3,29,DAP
28.87,58.01,36.28,Arenoso,Tabaco,28,2,20,20-20
36.02,63.58,41.22,Rojo,Tabaco,8,4,13,14-35-14
35.93,59.27,55.76,Arenoso,SemillasOleaginosas,35,4,0,DAP
32.15,54.75,62.62,Franco,Algodon,12,2,38,DAP
23.42,58.34,36.7,Arcilloso,Mijo,43,4,2,28-28
24.23,54.91,32.3,Franco,Maiz,10,20,17,20-20
28.51,48.44,45.73,Negro,Algodon,12,1,33,Urea
32.06,55.34,56.8,Arenoso,Arrozal,14,0,36,DAP
31.18,54.19,43.3,Franco,Tabaco,40,0,0,17-17-17
33.59,54.6,51.9,Franco,Cebada,10,0,45,Urea
30.36,59.8,70.0,Rojo,Mijo,17,0,31,Urea
28.79,64.17,68.25,Arenoso,Tabaco,7,14,26,20-20
28.74,44.89,43.99,Negro,Algodon,18,1,22,14-35-14
32.33,48.88,31.39,Negro,CañaAzucar,32,2,0,DAP
39.12,61.14,51.1,Rojo,Mijo,12,20,21,Urea
34.71,54.08,46.09,Franco,Mijo,11,0,12,Urea
30.34,64.88,34.89,Arenoso,Cebada,14,0,9,17-17-17
27.59,52.12,42.52,Rojo,Tabaco,12,3,40,17-17-17
35.14,69.39,45.5,Negro,Trigo,12,0,39,Urea
29.61,55.37,42.37,Arcilloso,Cebada,44,0,4,10-26-26
27.8,61.15,38.19,Negro,Tabaco,16,0,40,14-35-14
39.34,73.55,37.74,Arenoso,Cebada,12,1,41,10-26-26
25.49,58.9,27.75,Arenoso,Maiz,10,0,10,10-26-26
30.35,62.68,46.39,Negro,Algodon,38,0,1,20-20
29.31,65.11,40.63,Negro,Tabaco,20,0,23,14-35-14
30.84,76.53,34.0,Franco,Algodon,11,0,39,Urea
34.51,54.23,48.09,Franco,CañaAzucar,21,0,23,DAP
29.97,59.98,41.02,Franco,Tabaco,21,2,24,10-26-26
29.54,46.05,47.43,Arcilloso,Maiz,10,22,13,10-26-26
29.6,65.96,27.64,Arenoso,Maiz,18,2,21,DAP
32.18,62.78,23.55,Franco,Legumbres,4,4,30,20-20
32.29,62.31,33.23,Arenoso,Tabaco,39,4,1,10-26-26
36.35,69.02,43.17,Franco,CañaAzucar,11,14,18,28-28
37.33,59.48,53.07,Arcilloso,Trigo,14,0,38,DAP
38.06,52.11,41.53,Arcilloso,NuecesMani,10,4,43,14-35-14
29.52,68.99,56.83,Arenoso,Arrozal,14,3,33,20-20
40.0,78.86,52.13,Arcilloso,CañaAzucar,10,9,28,17-17-17
22.07,51.67,51.97,Arcilloso,Tabaco,20,0,26,14-35-14
30.67,50.16,40.76,Negro,Algodon,14,0,10,17-17-17
25.98,62.89,61.12,Rojo,SemillasOleaginosas,11,5,34,10-26-26
29.25,53.85,33.95,Rojo,Maiz,18,1,20,14-35-14
26.51,60.56,35.77,Franco,Cebada,10,0,9,DAP
26.7,52.31,61.77,Arcilloso,CañaAzucar,10,6,29,DAP
25.95,62.86,51.74,Arcilloso,SemillasOleaginosas,21,0,25,20-20
24.2,60.2,34.14,Franco,SemillasOleaginosas,19,4,27,28-28
23.0,52.82,37.28,Arcilloso,Mijo,24,0,28,DAP
31.77,57.58,49.46,Arenoso,CañaAzucar,10,0,11,20-20
30.35,73.19,41.73,Arenoso,NuecesMani,3,21,21,17-17-17
32.72,56.31,41.59,Arenoso,Arrozal,9,0,9,17-17-17
32.17,56.59,62.96,Arcilloso,SemillasOleaginosas,11,10,26,28-28
29.6,58.17,40.56,Rojo,Mijo,17,4,38,DAP
29.06,62.14,45.05,Rojo,NuecesMani,3,18,16,28-28
25.43,50.72,42.78,Arcilloso,CañaAzucar,44,0,2,Urea
31.93,61.7,61.0,Franco,Legumbres,3,11,29,17-17-17
38.76,72.35,28.4,Negro,Legumbres,18,0,16,28-28
22.95,47.87,42.49,Rojo,CañaAzucar,7,14,17,14-35-14
35.14,69.77,31.06,Arenoso,NuecesMani,18,0,20,10-26-26
22.81,48.89,28.47,Franco,Maiz,16,0,11,20-20
38.07,62.7,66.49,Rojo,Maiz,31,0,0,20-20
24.17,62.74,42.08,Negro,Trigo,39,0,3,17-17-17
29.03,66.58,27.4,Franco,NuecesMani,39,0,4,28-28
37.98,57.42,48.64,Franco,Legumbres,4,0,8,10-26-26
24.2,63.32,30.41,Rojo,CañaAzucar,14,21,16,17-17-17
39.47,72.83,59.41,Arenoso,Tabaco,13,1,40,28-28
32.72,59.26,37.37,Franco,Mijo,38,2,4,10-26-26
23.61,40.7,39.71,Arcilloso,Arrozal,6,18,12,14-35-14
24.04,65.32,45.42,Arcilloso,NuecesMani,7,0,11,20-20
26.11,65.75,70.0,Rojo,Tabaco,5,8,26,17-17-17
32.02,53.18,50.78,Arenoso,Algodon,21,3,17,Urea
29.17,59.16,55.51,Franco,Trigo,14,18,8,14-35-14
28.74,54.8,58.08,Negro,Mijo,12,0,7,14-35-14
28.05,53.77,30.81,Franco,Legumbres,35,4,1,20-20
30.96,57.8,42.72,Rojo,CañaAzucar,39,3,0,14-35-14
32.12,70.24,29.28,Rojo,Cebada,10,0,35,20-20
31.52,56.11,29.79,Arcilloso,Legumbres,22,2,21,Urea
39.41,63.5,41.68,Negro,SemillasOleaginosas,17,0,10,10-26-26
24.4,59.68,29.94,Arcilloso,Arrozal,9,19,19,14-35-14
37.61,56.44,61.31,Arenoso,Maiz,6,13,31,17-17-17
26.71,59.61,29.75,Arenoso,Cebada,31,1,1,28-28
35.3,65.91,61.45,Negro,Legumbres,38,2,4,28-28
26.25,48.11,47.36,Arcilloso,SemillasOleaginosas,8,14,13,DAP
23.41,47.11,60.88,Arenoso,Maiz,34,0,0,14-35-14
26.86,58.4,49.47,Franco,Mijo,15,15,10,14-35-14
30.4,64.62,29.5,Arcilloso,Legumbres,23,0,22,20-20
31.84,63.65,43.05,Arcilloso,Arrozal,9,3,10,17-17-17
35.66,67.28,53.18,Franco,Arrozal,9,15,21,10-26-26
32.88,53.21,20.0,Negro,Arrozal,4,9,25,17-17-17
27.68,46.99,22.43,Negro,Cebada,35,2,0,17-17-17
31.06,58.96,32.69,Arenoso,Mijo,13,0,41,DAP
29.43,42.86,23.41,Arcilloso,Algodon,14,16,12,DAP
33.89,55.98,45.78,Arenoso,Mijo,10,7,32,20-20
37.59,73.0,62.01,Rojo,NuecesMani,13,0,37,10-26-26
27.06,58.24,46.67,Arenoso,CañaAzucar,7,13,11,20-20
32.94,59.38,30.73,Negro,Arrozal,38,0,0,14-35-14
28.39,51.88,59.74,Franco,SemillasOleaginosas,6,5,33,DAP
31.18,55.41,33.33,Negro,Cebada,19,2,41,17-17-17
26.88,60.42,29.07,Negro,Cebada,8,20,13,20-20
28.78,46.7,36.68,Arcilloso,Tabaco,21,3,22,28-28
22.15,54.75,39.9,Arcilloso,Cebada,24,0,20,28-28
34.37,52.58,39.35,Rojo,Arrozal,5,13,10,10-26-26
38.93,72.2,68.8,Rojo,Tabaco,16,4,36,Urea
33.86,61.51,60.88,Franco,CañaAzucar,9,5,28,10-26-26
29.29,49.2,35.91,Rojo,Algodon,16,1,40,10-26-26
26.65,61.13,36.81,Franco,Algodon,20,0,19,10-26-26
23.94,46.32,39.99,Negro,Mijo,19,4,19,Urea
30.97,58.0,39.5,Arenoso,Mijo,20,0,19,20-20
30.01,51.08,29.77,Negro,Tabaco,38,2,0,DAP
27.0,61.54,48.67,Arenoso,CañaAzucar,22,0,23,17-17-17
23.87,50.93,44.6,Arcilloso,Legumbres,9,20,17,14-35-14
37.83,58.79,52.48,Rojo,Cebada,36,4,3,Urea
28.0,47.27,57.35,Arcilloso,Tabaco,13,0,13,Urea
28.02,63.79,48.61,Franco,SemillasOleaginosas,9,0,8,17-17-17
29.13,67.17,44.42,Negro,Trigo,5,4,15,28-28
34.41,62.43,33.3,Franco,Cebada,25,0,28,28-28
29.76,61.14,53.09,Negro,Legumbres,3,13,32,DAP
25.61,56.5,60.49,Franco,NuecesMani,13,0,40,10-26-26
22.49,46.82,30.38,Negro,Tabaco,33,0,0,Urea
29.13,46.65,36.41,Franco,NuecesMani,5,12,19,14-35-14
31.29,60.08,42.87,Rojo,Tabaco,18,2,28,17-17-17
38.61,69.3,41.21,Negro,Arrozal,39,3,0,20-20
29.54,54.01,70.0,Franco,Legumbres,15,4,30,DAP
34.72,64.79,24.84,Arcilloso,Maiz,24,1,16,20-20
33.47,61.96,52.46,Arenoso,Legumbres,14,2,29,20-20
30.67,67.01,70.0,Franco,CañaAzucar,9,0,36,28-28
23.84,40.88,64.6,Negro,Cebada,11,1,12,Urea
35.5,64.73,50.91,Arcilloso,Legumbres,11,0,38,14-35-14
26.3,56.35,38.58,Franco,CañaAzucar,39,0,2,14-35-14
21.44,43.3,36.7,Arenoso,Algodon,23,0,15,17-17-17
31.67,71.83,25.15,Arenoso,CañaAzucar,42,0,0,20-20
34.02,65.9,36.28,Arcilloso,Trigo,20,1,16,14-35-14
27.74,58.79,39.22,Negro,Trigo,7,8,31,28-28
34.47,62.06,31.47,Arcilloso,Legumbres,10,9,35,14-35-14
22.28,44.81,70.0,Arcilloso,SemillasOleaginosas,8,4,9,28-28
32.67,66.69,70.0,Rojo,CañaAzucar,14,7,16,Urea
38.27,69.52,41.61,Negro,Mijo,6,0,35,DAP
34.72,55.96,37.9,Arenoso,CañaAzucar,9,1,18,10-26-26
24.93,55.08,70.0,Rojo,Arrozal,39,1,2,Urea
29.31,44.74,47.53,Arenoso,Mijo,8,10,16,DAP
37.76,59.22,56.24,Rojo,Legumbres,15,0,37,17-17-17
27.61,57.05,25.26,Rojo,NuecesMani,18,0,37,20-20
24.83,54.72,32.76,Negro,SemillasOleaginosas,32,4,4,10-26-26
33.76,53.8,61.55,Negro,Trigo,10,5,35,DAP
40.0,60.45,33.52,Negro,Algodon,7,0,41,17-17-17
36.02,74.78,38.64,Franco,Cebada,18,4,20,14-35-14
29.17,58.72,20.0,Arcilloso,SemillasOleaginosas,12,9,34,10-26-26
29.35,51.42,70.0,Rojo,CañaAzucar,37,0,0,28-28
32.78,63.54,36.29,Rojo,Legumbres,25,1,24,17-17-17
33.16,56.99,39.99,Rojo,Legumbres,16,2,9,14-35-14
32.62,52.77,37.75,Rojo,Maiz,19,3,33,Urea
32.78,73.78,36.5,Arenoso,Trigo,1,17,16,Urea
22.5,43.53,24.16,Franco,CañaAzucar,38,0,0,10-26-26
30.9,58.59,38.32,Negro,Cebada,13,0,40,20-20
34.54,55.21,45.01,Arenoso,Arrozal,8,2,13,20-20
21.41,53.24,26.72,Franco,NuecesMani,21,0,17,14-35-14
29.97,69.39,25.39,Rojo,Legumbres,37,4,0,10-26-26
25.29,61.48,27.71,Rojo,Arrozal,7,6,32,Urea
32.78,68.98,42.07,Rojo,Maiz,6,9,30,14-35-14
27.38,50.06,24.55,Negro,Legumbres,43,0,0,20-20
34.33,67.03,36.49,Rojo,NuecesMani,5,16,22,DAP
20.45,45.71,55.91,Rojo,Tabaco,40,0,0,DAP
33.66,76.53,54.93,Negro,Mijo,41,0,0,DAP
27.79,51.33,28.88,Franco,Maiz,42,3,0,20-20
30.52,54.99,69.02,Franco,Mijo,43,2,0,10-26-26
28.83,64.74,44.66,Rojo,CañaAzucar,39,0,0,28-28
31.78,66.32,62.44,Rojo,Arrozal,19,0,22,17-17-17
28.49,61.78,47.46,Arenoso,Maiz,35,0,0,14-35-14
26.7,61.16,69.76,Negro,Trigo,8,5,28,17-17-17
23.59,48.13,28.61,Arenoso,CañaAzucar,40,0,1,DAP
32.73,67.1,34.06,Franco,Cebada,8,0,6,28-28
33.44,67.04,56.66,Franco,Legumbres,7,4,29,10-26-26
27.3,58.19,21.84,Franco,Arrozal,8,5,34,DAP
30.79,53.82,68.44,Franco,Arrozal,11,12,31,14-35-14
28.67,55.3,38.91,Arcilloso,NuecesMani,6,20,14,10-26-26
26.88,59.5,33.0,Negro,Cebada,13,1,11,14-35-14
25.28,48.16,60.97,Negro,Arrozal,11,0,11,28-28
39.78,59.7,70.0,Arenoso,Legumbres,12,4,38,DAP
25.07,48.14,38.76,Arcilloso,Cebada,4,13,24,Urea
28.53,58.99,66.34,Rojo,Mijo,32,4,0,14-35-14
23.38,59.24,45.99,Arenoso,Arrozal,35,3,0,10-26-26
26.95,52.13,54.83,Arenoso,Tabaco,9,3,7,DAP
34.46,67.55,53.28,Negro,Maiz,7,19,21,DAP
30.24,57.35,39.81,Negro,Maiz,41,0,0,20-20
30.01,48.4,35.35,Arcilloso,Algodon,6,5,25,17-17-17
34.19,69.83,62.1,Arenoso,Arrozal,8,9,15,20-20
32.25,50.03,66.47,Arcilloso,Algodon,10,14,28,14-35-14
33.16,66.73,50.78,Franco,Maiz,21,0,24,28-28
37.12,70.82,39.36,Negro,Mijo,10,1,10,DAP
32.23,69.85,66.56,Negro,NuecesMani,4,13,30,Urea
38.56,68.08,57.75,Arenoso,Arrozal,25,2,20,10-26-26
27.12,58.16,22.74,Negro,Algodon,40,0,2,Urea
24.73,51.53,26.69,Franco,Trigo,13,2,38,17-17-17
29.05,63.39,46.94,Franco,Trigo,10,16,16,DAP
